UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;Observação;ICMNP
AP;BR-210;175,000;176,000;1,000;10/09/2021;0,77081888;-51,9517749;;67,500
AP;BR-210;176,000;177,000;1,000;10/09/2021;0,77081888;-51,9517749;;75,000
AP;BR-210;177,000;178,000;1,000;10/09/2021;0,77081888;-51,9517749;;78,750
AP;BR-210;178,000;179,000;1,000;10/09/2021;0,77081888;-51,9517749;;73,750
AP;BR-210;179,000;180,000;1,000;10/09/2021;0,80313038;-51,9741737;;53,750
AP;BR-210;180,000;181,000;1,000;10/09/2021;0,80843139;-51,9803215;;35,000
AP;BR-210;181,000;182,000;1,000;10/09/2021;0,80843139;-51,9803215;;60,000
AP;BR-210;182,000;183,000;1,000;10/09/2021;0,80843139;-51,9803215;;71,250
AP;BR-210;183,000;184,000;1,000;10/09/2021;0,82379663;-51,9864659;;75,000
AP;BR-210;184,000;185,000;1,000;10/09/2021;0,82379663;-51,9864659;;75,000
AP;BR-210;185,000;186,000;1,000;10/09/2021;0,82379663;-51,9864659;;47,500
AP;BR-210;186,000;187,000;1,000;10/09/2021;0,83165;-51,9983075;;42,500
AP;BR-210;187,000;188,000;1,000;10/09/2021;0,83165;-51,9983075;;61,250
AP;BR-210;188,000;189,000;1,000;10/09/2021;0,83165;-51,9983075;;67,500
AP;BR-210;189,000;190,000;1,000;10/09/2021;0,83165;-51,9983075;;67,500
AP;BR-210;190,000;191,000;1,000;10/09/2021;0,83165;-51,9983075;;71,250
AP;BR-210;191,000;192,000;1,000;10/09/2021;0,83165;-51,9983075;;77,500
AP;BR-210;192,000;193,000;1,000;10/09/2021;0,83165;-51,9983075;;75,000
AP;BR-210;193,000;194,000;1,000;10/09/2021;0,83165;-51,9983075;;2,500
AP;BR-210;194,000;195,000;1,000;10/09/2021;0,8550309;-52,0246067;;10,000
AP;BR-210;195,000;196,000;1,000;10/09/2021;0,8550309;-52,0246067;;25,000
AP;BR-210;196,000;197,000;1,000;10/09/2021;0,8550309;-52,0246067;;32,500
AP;BR-210;197,000;198,000;1,000;10/09/2021;0,8550309;-52,0246067;;25,000
AP;BR-210;198,000;199,000;1,000;10/09/2021;0,8550309;-52,0246067;;26,250
