;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;ICMNP
AM;BR-230;557,000;556,000;1,000;06/06/2023;-7,51522468;-63,0344069;83,750
AM;BR-230;556,000;555,000;1,000;06/06/2023;-7,51522468;-63,0344069;86,250
AM;BR-230;555,000;554,000;1,000;06/06/2023;-7,51522468;-63,0344069;72,500
AM;BR-230;554,000;553,000;1,000;06/06/2023;-7,51522468;-63,0344069;80,000
AM;BR-230;553,000;552,000;1,000;06/06/2023;-7,51522468;-63,0344069;72,500
AM;BR-230;552,000;551,000;1,000;06/06/2023;-7,51522468;-63,0344069;83,750
AM;BR-230;551,000;550,000;1,000;06/06/2023;-7,51522468;-63,0344069;38,750
AM;BR-230;550,000;549,000;1,000;06/06/2023;-7,51522468;-63,0344069;32,500
AM;BR-230;549,000;548,000;1,000;06/06/2023;-7,51522468;-63,0344069;32,500
AM;BR-230;548,000;547,000;1,000;06/06/2023;-7,51522468;-63,0344069;43,750
AM;BR-230;547,000;546,000;1,000;06/06/2023;-7,51522468;-63,0344069;43,750
AM;BR-230;546,000;545,000;1,000;06/06/2023;-7,51522468;-63,0344069;53,750
AM;BR-230;545,000;544,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;544,000;543,000;1,000;06/06/2023;-7,51522468;-63,0344069;62,500
AM;BR-230;543,000;542,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;542,000;541,000;1,000;06/06/2023;-7,51522468;-63,0344069;45,000
AM;BR-230;541,000;540,000;1,000;06/06/2023;-7,51522468;-63,0344069;47,500
AM;BR-230;540,000;539,000;1,000;06/06/2023;-7,51522468;-63,0344069;50,000
AM;BR-230;539,000;538,000;1,000;06/06/2023;-7,51522468;-63,0344069;46,250
AM;BR-230;538,000;537,000;1,000;06/06/2023;-7,51522468;-63,0344069;62,500
AM;BR-230;537,000;536,000;1,000;06/06/2023;-7,51522468;-63,0344069;62,500
AM;BR-230;536,000;535,000;1,000;06/06/2023;-7,51522468;-63,0344069;66,250
AM;BR-230;535,000;534,000;1,000;06/06/2023;-7,51522468;-63,0344069;72,500
AM;BR-230;534,000;533,000;1,000;06/06/2023;-7,51522468;-63,0344069;72,500
AM;BR-230;533,000;532,000;1,000;06/06/2023;-7,51522468;-63,0344069;75,000
AM;BR-230;532,000;531,000;1,000;06/06/2023;-7,51522468;-63,0344069;72,500
AM;BR-230;531,000;530,000;1,000;06/06/2023;-7,51522468;-63,0344069;75,000
AM;BR-230;530,000;529,000;1,000;06/06/2023;-7,51522468;-63,0344069;72,500
AM;BR-230;529,000;528,000;1,000;06/06/2023;-7,51522468;-63,0344069;72,500
AM;BR-230;528,000;527,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;527,000;526,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;526,000;525,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;525,000;524,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;524,000;523,000;1,000;06/06/2023;-7,51522468;-63,0344069;56,250
AM;BR-230;523,000;522,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;522,000;521,000;1,000;06/06/2023;-7,51522468;-63,0344069;57,500
AM;BR-230;521,000;520,000;1,000;06/06/2023;-7,51522468;-63,0344069;60,000
AM;BR-230;520,000;519,000;1,000;06/06/2023;-7,51522468;-63,0344069;57,500
AM;BR-230;519,000;518,000;1,000;06/06/2023;-7,51522468;-63,0344069;66,250
AM;BR-230;518,000;517,000;1,000;06/06/2023;-7,51522468;-63,0344069;53,750
AM;BR-230;517,000;516,300;0,700;06/06/2023;-7,51522468;-63,0344069;53,750
AM;BR-230;642,600;643,000;0,400;07/06/2023;-7,5170812;-63,0366563;68,750
AM;BR-230;643,000;644,000;1,000;07/06/2023;-7,5170812;-63,0366563;72,500
AM;BR-230;644,000;645,000;1,000;07/06/2023;-7,5170812;-63,0366563;72,500
AM;BR-230;645,000;646,000;1,000;07/06/2023;-7,5170812;-63,0366563;72,500
AM;BR-230;646,000;647,000;1,000;07/06/2023;-7,5170812;-63,0366563;72,500
AM;BR-230;647,000;648,000;1,000;07/06/2023;-7,5170812;-63,0366563;72,500
AM;BR-230;648,000;649,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;649,000;650,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;650,000;651,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;651,000;652,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;652,000;653,000;1,000;07/06/2023;-7,5151858;-63,037018;80,000
AM;BR-230;653,000;654,000;1,000;07/06/2023;-7,5151858;-63,037018;75,000
AM;BR-230;654,000;655,000;1,000;07/06/2023;-7,5151858;-63,037018;80,000
AM;BR-230;655,000;656,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;656,000;657,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;657,000;658,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;658,000;659,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;659,000;660,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;660,000;661,000;1,000;07/06/2023;-7,5151858;-63,037018;70,000
AM;BR-230;661,000;662,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;662,000;663,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;663,000;664,000;1,000;07/06/2023;-7,5151858;-63,037018;76,250
AM;BR-230;664,000;665,000;1,000;07/06/2023;-7,5151858;-63,037018;46,250
AM;BR-230;665,000;666,000;1,000;07/06/2023;-7,5151858;-63,037018;46,250
AM;BR-230;666,000;667,000;1,000;07/06/2023;-7,5151858;-63,037018;65,000
AM;BR-230;667,000;668,000;1,000;07/06/2023;-7,5151858;-63,037018;58,750
AM;BR-230;668,000;669,000;1,000;07/06/2023;-7,5151858;-63,037018;58,750
AM;BR-230;669,000;670,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;670,000;671,000;1,000;07/06/2023;-7,5151858;-63,037018;46,250
AM;BR-230;671,000;672,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;672,000;673,000;1,000;07/06/2023;-7,5151858;-63,037018;56,250
AM;BR-230;673,000;674,000;1,000;07/06/2023;-7,5151858;-63,037018;58,750
AM;BR-230;674,000;675,000;1,000;07/06/2023;-7,5151858;-63,037018;46,250
AM;BR-230;675,000;676,000;1,000;07/06/2023;-7,5151858;-63,037018;62,500
AM;BR-230;676,000;677,000;1,000;07/06/2023;-7,5151858;-63,037018;62,500
AM;BR-230;677,000;678,000;1,000;07/06/2023;-7,5151858;-63,037018;65,000
AM;BR-230;678,000;679,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;679,000;680,000;1,000;07/06/2023;-7,5151858;-63,037018;56,250
