;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;ICMNP;
AP;BR-156;87,000;87,800;0,800;12/07/2023;-0,54931141;-52,1852482;68,750;
RS;BR-153;121,500;120,000;1,500;19/07/2023;-28,2171013;-52,4623728;0,000;
RS;BR-153;120,000;119,000;1,000;19/07/2023;-28,2171027;-52,4623763;0,000;
RS;BR-153;119,000;118,000;1,000;19/07/2023;-28,233263;-52,435058;15,000;
RS;BR-153;118,000;117,000;1,000;19/07/2023;-28,2220878;-52,4703646;0,000;
RS;BR-153;117,000;116,000;1,000;19/07/2023;-28,2643229;-52,3917816;15,000;
RS;BR-153;116,000;115,000;1,000;19/07/2023;-28,233263;-52,435058;0,000;
RS;BR-153;115,000;114,000;1,000;19/07/2023;-28,233263;-52,435058;2,500;
RS;BR-153;114,000;113,000;1,000;19/07/2023;-28,2447606;-52,3911161;2,500;
RS;BR-153;113,000;112,000;1,000;19/07/2023;-28,2447606;-52,3911161;0,000;
RS;BR-153;112,000;111,000;1,000;19/07/2023;-28,1843423;-52,3322372;0,000;
RS;BR-153;111,000;110,000;1,000;19/07/2023;-28,1843423;-52,3322372;0,000;
RS;BR-153;110,000;109,000;1,000;19/07/2023;-28,1843423;-52,3322372;25,000;
RS;BR-153;109,000;108,000;1,000;19/07/2023;-28,1837354;-52,3342323;50,000;
RS;BR-153;108,000;107,000;1,000;19/07/2023;-28,1215795;-52,3019856;5,000;
RS;BR-153;107,000;106,000;1,000;19/07/2023;-28,1215795;-52,3019856;40,000;
RS;BR-153;106,000;105,000;1,000;19/07/2023;-28,1215795;-52,3019856;0,000;
RS;BR-153;105,000;104,000;1,000;19/07/2023;-28,11079;-52,393885;46,250;
RS;BR-153;104,000;103,000;1,000;19/07/2023;-28,11079;-52,393885;12,500;
RS;BR-153;103,000;102,000;1,000;19/07/2023;-28,11079;-52,393885;40,000;
RS;BR-153;102,000;101,000;1,000;19/07/2023;-28,11079;-52,393885;55,000;
RS;BR-153;101,000;100,000;1,000;19/07/2023;-28,1244777;-52,3003238;40,000;
RS;BR-153;100,000;99,000;1,000;19/07/2023;-28,1244777;-52,3003238;25,000;
RS;BR-153;99,000;98,000;1,000;19/07/2023;-28,1244777;-52,3003238;52,500;
RS;BR-153;98,000;97,000;1,000;19/07/2023;-28,1244777;-52,3003238;58,750;
RS;BR-153;97,000;96,000;1,000;19/07/2023;-28,1244777;-52,3003238;58,750;
RS;BR-153;96,000;95,000;1,000;19/07/2023;-27,9550338;-52,3063064;32,500;
RS;BR-153;95,000;94,000;1,000;19/07/2023;-27,9550338;-52,3063064;66,250;
RS;BR-153;94,000;93,000;1,000;19/07/2023;-27,9550338;-52,3063064;30,000;
RS;BR-153;93,000;92,000;1,000;19/07/2023;-27,9550338;-52,3063064;31,250;
RS;BR-153;92,000;91,000;1,000;19/07/2023;-27,9388267;-52,3269173;77,500;
RS;BR-153;91,000;90,000;1,000;19/07/2023;-27,9388267;-52,3269173;30,000;
RS;BR-153;90,000;89,000;1,000;19/07/2023;-27,9388267;-52,3269173;37,500;
RS;BR-153;89,000;88,000;1,000;19/07/2023;-27,9388267;-52,3269173;45,000;
RS;BR-153;88,000;87,000;1,000;19/07/2023;-27,9388267;-52,3269173;25,000;
RS;BR-153;87,000;86,000;1,000;19/07/2023;-27,9388267;-52,3269173;62,500;
RS;BR-153;86,000;85,000;1,000;19/07/2023;-27,9474166;-52,374265;27,500;
RS;BR-153;85,000;84,000;1,000;19/07/2023;-27,9474166;-52,374265;62,500;
RS;BR-153;84,000;83,000;1,000;19/07/2023;-27,9882938;-52,3448737;30,000;
RS;BR-153;83,000;82,000;1,000;19/07/2023;-27,9882938;-52,3448737;37,500;
RS;BR-153;82,000;81,000;1,000;19/07/2023;-27,8603101;-52,3089656;27,500;
RS;BR-153;81,000;80,000;1,000;19/07/2023;-27,8603101;-52,3089656;48,750;
RS;BR-153;80,000;79,000;1,000;19/07/2023;-27,9016566;-52,3640766;30,000;
RS;BR-153;79,000;78,000;1,000;19/07/2023;-27,896406;-52,2870308;38,750;
RS;BR-153;78,000;77,000;1,000;19/07/2023;-27,8603101;-52,3089656;52,500;
RS;BR-153;77,000;76,000;1,000;19/07/2023;-27,8777033;-52,3588583;38,750;
RS;BR-153;76,000;75,000;1,000;19/07/2023;-27,8603101;-52,3089656;7,500;
RS;BR-153;75,000;74,000;1,000;19/07/2023;-27,8603101;-52,3089656;18,750;
RS;BR-153;74,000;73,000;1,000;19/07/2023;-27,8603101;-52,3089656;0,000;
RS;BR-153;73,000;72,000;1,000;19/07/2023;-27,9736461;-52,2328882;25,000;
RS;BR-153;72,000;71,000;1,000;19/07/2023;-27,845368;-52,3003238;18,750;
RS;BR-153;71,000;70,000;1,000;19/07/2023;-27,845368;-52,3003238;2,500;
RS;BR-153;70,000;69,000;1,000;19/07/2023;-27,8521641;-52,3049769;33,750;
RS;BR-153;69,000;68,000;1,000;19/07/2023;-27,7535932;-52,2770627;38,750;
RS;BR-153;68,000;67,000;1,000;19/07/2023;-27,8488279;-52,3043121;0,000;
RS;BR-153;67,000;66,000;1,000;19/07/2023;-27,8488279;-52,3043121;32,500;
RS;BR-153;66,000;65,000;1,000;19/07/2023;-27,7063604;-52,3348974;25,000;
RS;BR-153;65,000;64,000;1,000;19/07/2023;-27,7063604;-52,3348974;27,500;
RS;BR-153;64,000;63,000;1,000;19/07/2023;-27,761835;-52,3381166;67,500;
RS;BR-153;63,000;62,000;1,000;19/07/2023;-27,7579728;-52,2780595;18,750;
RS;BR-153;62,000;61,000;1,000;19/07/2023;-27,7579728;-52,2780595;25,000;
RS;BR-153;61,000;60,000;1,000;19/07/2023;-27,7579728;-52,2780595;60,000;
RS;BR-153;60,000;59,000;1,000;19/07/2023;-27,7579728;-52,2780595;22,500;
RS;BR-153;59,000;58,000;1,000;19/07/2023;-27,723035;-52,3217116;25,000;
RS;BR-153;58,000;57,000;1,000;19/07/2023;-27,7579728;-52,2780595;40,000;
RS;BR-153;57,000;56,000;1,000;19/07/2023;-27,7579728;-52,2780595;55,000;
RS;BR-153;56,000;55,000;1,000;19/07/2023;-27,7061848;-52,3186057;40,000;
RS;BR-153;55,000;54,000;1,000;19/07/2023;-27,6844846;-52,2896892;27,500;
RS;BR-153;54,000;53,000;1,000;19/07/2023;-27,6823145;-52,2924708;67,500;
RR;BR-210;315,400;316,000;0,600;19/07/2023;2,817698333;-60,70467;90,000;
RR;BR-210;316,000;317,000;1,000;19/07/2023;2,654753333;-60,8737433;90,000;
RR;BR-210;317,000;318,000;1,000;19/07/2023;2,654753333;-60,8737433;82,500;
RR;BR-210;318,000;319,000;1,000;19/07/2023;2,654753333;-60,8737433;90,000;
RR;BR-210;319,000;320,000;1,000;19/07/2023;2,654753333;-60,8737433;82,500;
RR;BR-210;320,000;321,000;1,000;19/07/2023;2,654753333;-60,8737433;78,750;
RR;BR-210;321,000;322,000;1,000;19/07/2023;2,654753333;-60,8737433;78,750;
RR;BR-210;322,000;323,000;1,000;19/07/2023;2,654753333;-60,8737433;78,750;
RR;BR-210;323,000;324,000;1,000;19/07/2023;2,654753333;-60,8737433;72,500;
RR;BR-210;324,000;325,000;1,000;19/07/2023;2,654753333;-60,8737433;61,250;
RR;BR-210;325,000;326,000;1,000;19/07/2023;2,654753333;-60,8737433;61,250;
RR;BR-210;326,000;327,000;1,000;19/07/2023;2,654753333;-60,8737433;68,750;
RR;BR-210;327,000;328,000;1,000;19/07/2023;2,654753333;-60,8737433;78,750;
RR;BR-210;328,000;329,000;1,000;19/07/2023;2,654753333;-60,8737433;78,750;
RR;BR-210;329,000;330,000;1,000;19/07/2023;2,654753333;-60,8737433;78,750;
RR;BR-210;330,000;331,000;1,000;19/07/2023;2,654753333;-60,8737433;63,750;
RR;BR-210;331,000;332,000;1,000;19/07/2023;2,654753333;-60,8737433;65,000;
RR;BR-210;332,000;333,000;1,000;19/07/2023;2,654753333;-60,8737433;75,000;
RR;BR-210;333,000;334,000;1,000;19/07/2023;2,654753333;-60,8737433;53,750;
RR;BR-210;334,000;335,000;1,000;19/07/2023;2,654753333;-60,8737433;55,000;
RR;BR-210;335,000;336,000;1,000;19/07/2023;2,654753333;-60,8737433;61,250;
RR;BR-210;336,000;337,000;1,000;19/07/2023;2,654753333;-60,8737433;65,000;
RR;BR-210;337,000;338,000;1,000;19/07/2023;2,654753333;-60,8737433;57,500;
RR;BR-210;338,000;339,000;1,000;19/07/2023;2,654753333;-60,8737433;53,750;
RR;BR-210;339,000;340,000;1,000;19/07/2023;2,654753333;-60,8737433;71,250;
RR;BR-210;340,000;341,000;1,000;19/07/2023;2,654753333;-60,8737433;61,250;
RR;BR-210;341,000;342,000;1,000;19/07/2023;2,654753333;-60,8737433;57,500;
RR;BR-210;342,000;343,000;1,000;19/07/2023;2,654753333;-60,8737433;53,750;
RR;BR-210;343,000;344,000;1,000;19/07/2023;2,654753333;-60,8737433;47,500;
RR;BR-210;344,000;345,000;1,000;19/07/2023;2,654753333;-60,8737433;53,750;
RR;BR-210;345,000;346,000;1,000;19/07/2023;2,654753333;-60,8737433;47,500;
MG;BR-259;168,700;169,000;0,300;20/07/2023;-18,8313955;-41,9488224;40,000;
MG;BR-259;169,000;170,000;1,000;20/07/2023;-18,8314065;-41,9488347;52,500;
MG;BR-259;170,000;171,000;1,000;20/07/2023;-18,8314081;-41,9488327;52,500;
MG;BR-259;171,000;171,900;0,900;20/07/2023;-18,8318077;-41,9514552;43,750;
MG;BR-135;137,800;137,000;0,800;19/07/2023;-16,6958515;-43,8188289;72,500;
MG;BR-135;137,000;136,000;1,000;19/07/2023;-16,6958515;-43,8188289;77,500;
MG;BR-135;136,000;135,400;0,600;19/07/2023;-16,6958515;-43,8188289;83,750;
MG;BR-135;125,400;125,000;0,400;19/07/2023;-16,6958515;-43,8188289;85,000;
MG;BR-135;125,000;124,000;1,000;19/07/2023;-16,6958515;-43,8188289;92,500;
MG;BR-135;124,000;123,000;1,000;19/07/2023;-16,6958515;-43,8188289;92,500;
MG;BR-135;123,000;122,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;122,000;121,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;121,000;120,000;1,000;19/07/2023;-16,6958515;-43,8188289;72,500;
MG;BR-135;120,000;119,000;1,000;19/07/2023;-16,6958515;-43,8188289;85,000;
MG;BR-135;119,000;118,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;118,000;117,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;117,000;116,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;116,000;115,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;115,000;114,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;114,000;113,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;113,000;112,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;112,000;111,000;1,000;19/07/2023;-16,6958515;-43,8188289;82,500;
MG;BR-135;111,000;110,000;1,000;19/07/2023;-17,3377578;-44,9060912;82,500;
MG;BR-135;110,000;109,000;1,000;19/07/2023;-17,3377578;-44,9060912;82,500;
MG;BR-135;109,000;108,000;1,000;19/07/2023;-17,3377578;-44,9060912;82,500;
MG;BR-135;108,000;107,000;1,000;19/07/2023;-17,3377578;-44,9060912;82,500;
MG;BR-135;107,000;106,400;0,600;19/07/2023;-17,3377578;-44,9060912;82,500;
MG;BR-135;106,400;106,000;0,400;19/07/2023;-17,3377578;-44,9060912;66,250;
MG;BR-135;106,000;105,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;105,000;104,000;1,000;19/07/2023;-17,3377578;-44,9060912;73,750;
MG;BR-135;104,000;103,000;1,000;19/07/2023;-17,3377578;-44,9060912;73,750;
MG;BR-135;103,000;102,000;1,000;19/07/2023;-17,3377578;-44,9060912;66,250;
MG;BR-135;102,000;101,000;1,000;19/07/2023;-17,3377578;-44,9060912;72,500;
MG;BR-135;101,000;100,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;100,000;99,000;1,000;19/07/2023;-17,3377578;-44,9060912;72,500;
MG;BR-135;99,000;98,000;1,000;19/07/2023;-17,3377578;-44,9060912;70,000;
MG;BR-135;98,000;97,000;1,000;19/07/2023;-17,3377578;-44,9060912;68,750;
MG;BR-135;97,000;96,000;1,000;19/07/2023;-17,3377578;-44,9060912;88,750;
MG;BR-135;96,000;95,000;1,000;19/07/2023;-17,3377578;-44,9060912;88,750;
MG;BR-135;95,000;94,000;1,000;19/07/2023;-17,3377578;-44,9060912;75,000;
MG;BR-135;94,000;93,000;1,000;19/07/2023;-17,3377578;-44,9060912;76,250;
MG;BR-135;93,000;92,000;1,000;19/07/2023;-17,3377578;-44,9060912;82,500;
MG;BR-135;92,000;91,000;1,000;19/07/2023;-17,3377578;-44,9060912;68,750;
MG;BR-135;91,000;90,000;1,000;19/07/2023;-17,3377578;-44,9060912;72,500;
MG;BR-135;90,000;89,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;89,000;88,000;1,000;19/07/2023;-17,3377578;-44,9060912;72,500;
MG;BR-135;88,000;87,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;87,000;86,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;86,000;85,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;85,000;84,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;84,000;83,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-135;83,000;82,000;1,000;19/07/2023;-17,3377578;-44,9060912;78,750;
MG;BR-352;165,600;164,000;1,600;21/07/2023;-18,605249;-46,5155022;28,750;
MG;BR-352;164,000;163,000;1,000;21/07/2023;-18,6052229;-46,5155209;43,750;
MG;BR-352;163,000;162,000;1,000;21/07/2023;-18,6052187;-46,515527;70,000;
MG;BR-352;162,000;161,000;1,000;21/07/2023;-18,6052246;-46,5155278;28,750;
MG;BR-352;161,000;160,000;1,000;21/07/2023;-18,6052259;-46,5155228;28,750;
MG;BR-352;160,000;159,000;1,000;21/07/2023;-18,605218;-46,5155249;28,750;
MG;BR-352;159,000;158,000;1,000;21/07/2023;-18,6052282;-46,5155226;28,750;
MG;BR-352;158,000;157,000;1,000;21/07/2023;-18,6052213;-46,5155266;28,750;
MG;BR-352;157,000;156,000;1,000;21/07/2023;-18,6052201;-46,5155258;37,500;
MG;BR-352;156,000;155,000;1,000;21/07/2023;-18,6052225;-46,5155243;48,750;
MG;BR-352;155,000;154,000;1,000;21/07/2023;-18,6052287;-46,5155409;48,750;
MG;BR-352;154,000;153,000;1,000;21/07/2023;-18,6052201;-46,5155271;58,750;
MG;BR-352;153,000;152,000;1,000;21/07/2023;-18,6052209;-46,5155329;33,750;
MG;BR-352;152,000;151,000;1,000;21/07/2023;-18,6052264;-46,5155278;26,250;
MG;BR-352;151,000;150,000;1,000;21/07/2023;-18,6052224;-46,5155252;40,000;
MG;BR-352;150,000;149,000;1,000;21/07/2023;-18,6052233;-46,5155328;28,750;
MG;BR-352;149,000;148,000;1,000;21/07/2023;-18,6052231;-46,5155325;43,750;
MG;BR-352;148,000;147,000;1,000;21/07/2023;-18,6052305;-46,5155255;30,000;
MG;BR-352;147,000;146,000;1,000;21/07/2023;-18,6052274;-46,5155282;51,250;
MG;BR-352;146,000;145,000;1,000;21/07/2023;-18,6052197;-46,5155245;43,750;
MG;BR-352;145,000;144,000;1,000;21/07/2023;-18,6052188;-46,5155199;43,750;
MG;BR-352;144,000;143,000;1,000;21/07/2023;-18,6052234;-46,5155243;30,000;
MG;BR-352;143,000;142,000;1,000;21/07/2023;-18,6052259;-46,5155255;45,000;
MG;BR-352;142,000;141,000;1,000;21/07/2023;-18,6052216;-46,5155323;22,500;
MG;BR-352;141,000;140,000;1,000;21/07/2023;-18,6052198;-46,5155268;43,750;
MG;BR-352;140,000;139,000;1,000;21/07/2023;-18,605219;-46,5155328;30,000;
MG;BR-352;139,000;138,000;1,000;21/07/2023;-18,6052264;-46,5155303;33,750;
MG;BR-352;138,000;137,000;1,000;21/07/2023;-18,6052184;-46,5155311;45,000;
MG;BR-352;137,000;136,000;1,000;21/07/2023;-18,6052217;-46,5155288;22,500;
MG;BR-352;136,000;135,000;1,000;21/07/2023;-18,6052272;-46,5155356;43,750;
MG;BR-352;135,000;134,000;1,000;21/07/2023;-18,6052203;-46,5155268;37,500;
MG;BR-352;134,000;133,000;1,000;21/07/2023;-18,6052246;-46,5155314;28,750;
MG;BR-352;133,000;132,000;1,000;21/07/2023;-18,6052308;-46,5155212;58,750;
MG;BR-352;132,000;131,000;1,000;21/07/2023;-18,6052216;-46,5155391;51,250;
MG;BR-352;131,000;130,000;1,000;21/07/2023;-18,6052219;-46,5155291;31,250;
MG;BR-352;130,000;129,000;1,000;21/07/2023;-18,6052174;-46,5155311;26,250;
MG;BR-352;129,000;128,000;1,000;21/07/2023;-18,6052229;-46,5155219;38,750;
MG;BR-352;128,000;127,000;1,000;21/07/2023;-18,6052181;-46,5155356;37,500;
MG;BR-352;127,000;126,000;1,000;21/07/2023;-18,605226;-46,5155245;32,500;
MG;BR-352;126,000;125,000;1,000;21/07/2023;-18,6052266;-46,5155263;32,500;
MG;BR-352;125,000;124,000;1,000;21/07/2023;-18,6052243;-46,5155314;38,750;
MG;BR-352;124,000;123,000;1,000;21/07/2023;-18,6052315;-46,5155178;17,500;
MG;BR-352;123,000;122,000;1,000;21/07/2023;-18,6052315;-46,5155178;17,500;
MG;BR-352;122,000;121,000;1,000;21/07/2023;-18,6052205;-46,5155266;17,500;
MG;BR-352;121,000;120,000;1,000;21/07/2023;-18,6052273;-46,5155249;17,500;
MG;BR-352;120,000;119,000;1,000;21/07/2023;-18,6052296;-46,5155258;5,000;
MG;BR-352;119,000;118,000;1,000;21/07/2023;-18,605221;-46,515528;32,500;
MG;BR-352;118,000;117,000;1,000;21/07/2023;-18,6052287;-46,5155269;32,500;
MG;BR-352;117,000;116,000;1,000;21/07/2023;-18,605228;-46,5155261;32,500;
MG;BR-352;116,000;115,000;1,000;21/07/2023;-18,6052204;-46,5155344;32,500;
MG;BR-352;115,000;114,000;1,000;21/07/2023;-18,605222;-46,5155311;30,000;
MG;BR-352;114,000;113,000;1,000;21/07/2023;-18,6052238;-46,515532;38,750;
MG;BR-352;113,000;112,000;1,000;21/07/2023;-18,6052262;-46,5155288;16,250;
MG;BR-352;112,000;111,000;1,000;21/07/2023;-18,6052204;-46,5155259;46,250;
MG;BR-352;111,000;110,000;1,000;21/07/2023;-18,605223;-46,5155257;32,500;
MG;BR-352;110,000;109,000;1,000;21/07/2023;-18,6052248;-46,5155313;32,500;
MG;BR-352;109,000;108,000;1,000;21/07/2023;-18,6052219;-46,5155319;17,500;
MG;BR-352;108,000;107,000;1,000;21/07/2023;-18,6052162;-46,5155324;45,000;
MG;BR-352;107,000;106,000;1,000;21/07/2023;-18,605223;-46,5155327;31,250;
MG;BR-352;106,000;105,000;1,000;21/07/2023;-18,6052226;-46,5155248;22,500;
MG;BR-352;105,000;104,000;1,000;21/07/2023;-18,6052272;-46,5155274;3,750;
MG;BR-352;104,000;103,000;1,000;21/07/2023;-18,6052217;-46,5155263;38,750;
MG;BR-352;103,000;102,000;1,000;21/07/2023;-18,6052201;-46,5155333;58,750;
MG;BR-352;102,000;101,000;1,000;21/07/2023;-18,6052233;-46,5155329;37,500;
MG;BR-352;101,000;100,000;1,000;21/07/2023;-18,6052191;-46,5155299;27,500;
MG;BR-352;100,000;99,000;1,000;21/07/2023;-18,6052226;-46,5155291;16,250;
MG;BR-352;99,000;98,000;1,000;21/07/2023;-18,605221;-46,5155309;15,000;
MG;BR-352;98,000;97,000;1,000;21/07/2023;-18,6052236;-46,515531;15,000;
MG;BR-352;97,000;96,000;1,000;21/07/2023;-18,6052184;-46,5155233;2,500;
MG;BR-352;96,000;95,000;1,000;21/07/2023;-18,6052279;-46,5155297;2,500;
MG;BR-352;95,000;94,000;1,000;21/07/2023;-18,6052287;-46,5155262;2,500;
MG;BR-352;94,000;93,000;1,000;21/07/2023;-18,605223;-46,515533;2,500;
MG;BR-352;93,000;92,000;1,000;21/07/2023;-18,605225;-46,51553;30,000;
MG;BR-352;92,000;91,000;1,000;21/07/2023;-18,6052229;-46,5155252;15,000;
MG;BR-352;91,000;90,000;1,000;21/07/2023;-18,6052305;-46,5155256;16,250;
MG;BR-352;90,000;89,000;1,000;21/07/2023;-18,6052238;-46,5155284;28,750;
MG;BR-352;89,000;88,000;1,000;21/07/2023;-18,6052227;-46,5155328;28,750;
MG;BR-352;88,000;87,000;1,000;21/07/2023;-18,6052227;-46,5155328;22,500;
MG;BR-352;87,000;86,000;1,000;21/07/2023;-18,6052176;-46,5155277;37,500;
MG;BR-352;86,000;85,000;1,000;21/07/2023;-18,605222;-46,5155322;40,000;
MG;BR-352;85,000;84,000;1,000;21/07/2023;-18,6052313;-46,5155191;45,000;
MG;BR-352;84,000;83,000;1,000;21/07/2023;-18,6052315;-46,5155195;30,000;
MG;BR-352;83,000;82,000;1,000;21/07/2023;-18,6052175;-46,5155257;45,000;
MG;BR-352;82,000;81,000;1,000;21/07/2023;-18,6052242;-46,515529;25,000;
MG;BR-352;81,000;80,000;1,000;21/07/2023;-18,6052203;-46,5155292;50,000;
MG;BR-352;80,000;79,000;1,000;21/07/2023;-18,6052181;-46,5155303;45,000;
MG;BR-352;79,000;78,000;1,000;21/07/2023;-18,605222;-46,515534;22,500;
MG;BR-352;78,000;77,000;1,000;21/07/2023;-18,6052191;-46,5155329;28,750;
MG;BR-352;77,000;76,000;1,000;21/07/2023;-18,6052248;-46,5155296;28,750;
MG;BR-352;76,000;75,000;1,000;21/07/2023;-18,6052208;-46,5155256;28,750;
MG;BR-352;75,000;74,000;1,000;21/07/2023;-18,6052192;-46,5155261;16,250;
MG;BR-352;74,000;73,000;1,000;21/07/2023;-18,6052202;-46,5155255;16,250;
MG;BR-352;73,000;72,000;1,000;21/07/2023;-18,6052225;-46,5155313;16,250;
MG;BR-352;72,000;71,000;1,000;21/07/2023;-18,6052133;-46,5155172;16,250;
MG;BR-352;71,000;70,000;1,000;21/07/2023;-18,6052212;-46,5155244;22,500;
MG;BR-352;70,000;69,000;1,000;21/07/2023;-18,6052236;-46,5155242;28,750;
MG;BR-352;69,000;68,000;1,000;21/07/2023;-18,6052287;-46,5155245;22,500;
MG;BR-352;68,000;67,000;1,000;21/07/2023;-18,6052396;-46,5155374;16,250;
MG;BR-352;67,000;66,000;1,000;21/07/2023;-18,6052095;-46,5155559;16,250;
MG;BR-364;203,000;202,000;1,000;21/07/2023;-18,6052242;-46,5155297;100,000;
MG;BR-364;202,000;201,000;1,000;21/07/2023;-18,6052188;-46,51553;96,250;
MG;BR-364;201,000;200,000;1,000;21/07/2023;-18,6052265;-46,5155284;100,000;
MG;BR-364;200,000;199,000;1,000;21/07/2023;-18,605225;-46,5155215;100,000;
MG;BR-364;199,000;198,000;1,000;21/07/2023;-18,6052241;-46,5155205;96,250;
MG;BR-364;198,000;197,000;1,000;21/07/2023;-18,6052247;-46,515533;100,000;
MG;BR-364;197,000;196,000;1,000;21/07/2023;-18,6052332;-46,51552;100,000;
MG;BR-364;196,000;195,000;1,000;21/07/2023;-18,6052219;-46,5155315;100,000;
MG;BR-364;195,000;194,000;1,000;21/07/2023;-18,6052228;-46,5155286;100,000;
MG;BR-364;194,000;193,000;1,000;21/07/2023;-18,6052214;-46,515527;100,000;
MG;BR-364;193,000;192,000;1,000;21/07/2023;-18,605217;-46,5155249;100,000;
MG;BR-364;192,000;191,000;1,000;21/07/2023;-18,6052222;-46,5155262;100,000;
MG;BR-364;191,000;190,000;1,000;21/07/2023;-18,6052258;-46,5155226;100,000;
MG;BR-364;190,000;189,000;1,000;21/07/2023;-18,6052258;-46,5155226;100,000;
TO;BR-010;601,120;600,000;1,120;18/07/2023;0;0;50,000;
TO;BR-010;600,000;599,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;599,000;598,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;598,000;597,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;597,000;596,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;596,000;595,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;595,000;594,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;594,000;593,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;593,000;592,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;592,000;591,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;591,000;590,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;590,000;589,000;1,000;18/07/2023;0;0;57,500;
TO;BR-010;589,000;588,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;588,000;587,000;1,000;18/07/2023;0;0;71,250;
TO;BR-010;587,000;586,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;586,000;585,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;585,000;584,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;584,000;583,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;583,000;582,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;582,000;581,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;581,000;580,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;580,000;579,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;579,000;578,000;1,000;18/07/2023;0;0;55,000;
TO;BR-010;578,000;577,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;577,000;576,000;1,000;18/07/2023;0;0;53,750;
TO;BR-010;576,000;575,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;575,000;574,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;574,000;573,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;573,000;572,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;572,000;571,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;571,000;570,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;570,000;569,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;569,000;568,000;1,000;18/07/2023;0;0;52,500;
TO;BR-010;568,000;567,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;567,000;566,000;1,000;18/07/2023;0;0;58,750;
TO;BR-010;566,000;565,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;565,000;564,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;564,000;563,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;563,000;562,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;562,000;561,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;561,000;560,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;560,000;559,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;559,000;558,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;558,000;557,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;557,000;556,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;556,000;555,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;555,000;554,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;554,000;553,000;1,000;18/07/2023;0;0;51,250;
TO;BR-010;553,000;552,000;1,000;18/07/2023;0;0;51,250;
