;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;Observação;ICMNP
BA;BR-030;222,000;221,000;1,0000;05/07/2022;-14,2049616;-44,23949;;66,250
BA;BR-030;221,000;220,000;1,0000;05/07/2022;-14,2049616;-44,23949;;62,500
BA;BR-030;220,000;219,000;1,0000;05/07/2022;-14,2049616;-44,23949;;50,000
BA;BR-030;219,000;218,000;1,0000;05/07/2022;-14,2049616;-44,23949;;42,500
BA;BR-030;218,000;217,000;1,0000;05/07/2022;-14,2257766;-44,3235183;;35,000
BA;BR-030;217,000;216,000;1,0000;05/07/2022;-14,2257766;-44,3235183;;27,500
BA;BR-030;216,000;215,000;1,0000;05/07/2022;-14,2257766;-44,3235183;;27,500
BA;BR-030;215,000;214,000;1,0000;05/07/2022;-14,2257766;-44,3235183;;35,000
BA;BR-030;214,000;213,000;1,0000;05/07/2022;-14,2257766;-44,3235183;;47,500
BA;BR-030;213,000;212,000;1,0000;05/07/2022;-14,2257766;-44,3235183;;61,250
BA;BR-030;212,000;211,000;1,0000;05/07/2022;-14,2054;-44,3701916;;61,250
BA;BR-030;211,000;210,000;1,0000;05/07/2022;-14,2040516;-44,3726616;;67,500
BA;BR-030;210,000;209,000;1,0000;05/07/2022;-14,1994766;-44,3822266;;68,750
BA;BR-030;209,000;208,000;1,0000;05/07/2022;-14,1994766;-44,3822266;;68,750
BA;BR-030;208,000;207,000;1,0000;05/07/2022;-14,1994766;-44,3822266;;68,750
BA;BR-030;207,000;206,000;1,0000;05/07/2022;-14,1920133;-44,4134866;;67,500
BA;BR-030;206,000;205,000;1,0000;05/07/2022;-14,1920133;-44,4134866;;60,000
BA;BR-030;205,000;204,000;1,0000;05/07/2022;-14,1936316;-44,4271916;;53,750
BA;BR-030;204,000;203,000;1,0000;05/07/2022;-14,1936316;-44,4271916;;55,000
BA;BR-030;203,000;202,000;1,0000;05/07/2022;-14,1909016;-44,4447;;53,750
BA;BR-030;202,000;201,000;1,0000;05/07/2022;-14,1897466;-44,449065;;40,000
BA;BR-030;201,000;200,000;1,0000;05/07/2022;-14,1836566;-44,5031366;;12,500
BA;BR-030;200,000;199,000;1,0000;05/07/2022;-14,18067;-44,5242616;;35,000
BA;BR-030;199,000;198,000;1,0000;05/07/2022;-14,18067;-44,5242616;;42,500
BA;BR-030;198,000;197,000;1,0000;05/07/2022;-14,18067;-44,5242616;;35,000
BA;BR-030;197,000;196,000;1,0000;05/07/2022;-14,18067;-44,5242616;;47,500
BA;BR-030;196,000;195,000;1,0000;05/07/2022;-14,18067;-44,5242616;;47,500
BA;BR-030;195,000;194,000;1,0000;05/07/2022;-14,18067;-44,5242616;;40,000
BA;BR-030;194,000;193,000;1,0000;05/07/2022;-14,18067;-44,5242616;;47,500
BA;BR-030;193,000;192,000;1,0000;05/07/2022;-14,18067;-44,5242616;;32,500
BA;BR-030;192,000;191,000;1,0000;05/07/2022;-14,18067;-44,5242616;;25,000
BA;BR-349;251,400;252,000;0,6000;12/07/2022;-12,268983;-38,9504362;;75,000
BA;BR-349;252,000;253,000;1,0000;12/07/2022;-12,268983;-38,9504362;;75,000
BA;BR-349;253,000;254,000;1,0000;12/07/2022;-12,268983;-38,9504362;;67,500
BA;BR-349;254,000;255,000;1,0000;12/07/2022;-12,268983;-38,9504362;;56,250
BA;BR-349;255,000;256,000;1,0000;12/07/2022;-12,268983;-38,9504362;;48,750
BA;BR-349;256,000;257,000;1,0000;12/07/2022;-12,268983;-38,9504362;;60,000
BA;BR-349;257,000;258,000;1,0000;12/07/2022;-12,268983;-38,9504362;;16,250
BA;BR-349;258,000;259,000;1,0000;12/07/2022;-12,268983;-38,9504362;;43,750
BA;BR-349;259,000;260,000;1,0000;12/07/2022;-12,268983;-38,9504362;;67,500
BA;BR-349;260,000;261,000;1,0000;12/07/2022;-12,268983;-38,9504362;;75,000
BA;BR-349;261,000;262,000;1,0000;12/07/2022;-12,268983;-38,9504362;;60,000
BA;BR-349;262,000;263,000;1,0000;12/07/2022;-12,268983;-38,9504362;;53,750
BA;BR-349;263,000;264,000;1,0000;12/07/2022;-12,268983;-38,9504362;;52,500
BA;BR-349;264,000;265,000;1,0000;12/07/2022;-12,268983;-38,9504362;;48,750
BA;BR-349;265,000;266,000;1,0000;12/07/2022;-12,268983;-38,9504362;;75,000
BA;BR-349;266,000;267,000;1,0000;12/07/2022;-12,2689912;-38,9504482;;75,000
BA;BR-349;267,000;268,000;1,0000;12/07/2022;-12,2689912;-38,9504482;;46,250
BA;BR-349;268,000;269,000;1,0000;12/07/2022;-12,2689912;-38,9504482;;75,000
BA;BR-349;269,000;270,000;1,0000;12/07/2022;-12,2689912;-38,9504482;;78,750
BA;BR-349;270,000;271,000;1,0000;12/07/2022;-12,2689912;-38,9504482;;70,000
BA;BR-349;271,000;272,000;1,0000;12/07/2022;-12,2689912;-38,9504482;;73,750
BA;BR-349;272,000;273,000;1,0000;12/07/2022;-12,2689912;-38,9504482;;67,500
BA;BR-349;273,000;274,000;1,0000;12/07/2022;-12,268984;-38,9504517;;70,000
BA;BR-349;274,000;275,000;1,0000;12/07/2022;-12,268984;-38,9504517;;77,500
BA;BR-349;275,000;276,000;1,0000;12/07/2022;-12,268984;-38,9504517;;81,250
BA;BR-349;276,000;277,000;1,0000;12/07/2022;-12,268984;-38,9504517;;85,000
BA;BR-349;277,000;278,000;1,0000;12/07/2022;-12,268984;-38,9504517;;85,000
BA;BR-349;278,000;279,000;1,0000;12/07/2022;-12,268984;-38,9504517;;85,000
BA;BR-349;279,000;280,000;1,0000;12/07/2022;-12,268984;-38,9504517;;77,500
BA;BR-349;280,000;281,000;1,0000;12/07/2022;-12,268984;-38,9504517;;85,000
BA;BR-349;281,000;282,000;1,0000;12/07/2022;-12,268984;-38,9504517;;66,250
BA;BR-349;282,000;283,000;1,0000;12/07/2022;-12,268984;-38,9504517;;51,250
BA;BR-349;283,000;284,000;1,0000;12/07/2022;-12,268984;-38,9504517;;70,000
BA;BR-349;326,400;327,000;0,6000;12/07/2022;-12,268984;-38,9504517;;75,000
BA;BR-349;327,000;328,000;1,0000;12/07/2022;-12,268984;-38,9504517;;75,000
BA;BR-349;328,000;329,000;1,0000;12/07/2022;-12,268984;-38,9504517;;68,750
BA;BR-349;329,000;330,000;1,0000;12/07/2022;-12,268984;-38,9504517;;77,500
BA;BR-349;330,000;331,000;1,0000;12/07/2022;-12,268984;-38,9504517;;73,750
BA;BR-349;331,000;332,000;1,0000;12/07/2022;-12,268984;-38,9504517;;73,750
BA;BR-349;332,000;333,000;1,0000;12/07/2022;-12,268984;-38,9504517;;52,500
BA;BR-349;333,000;334,000;1,0000;12/07/2022;-12,268984;-38,9504517;;77,500
BA;BR-349;334,000;335,000;1,0000;12/07/2022;-12,268984;-38,9504517;;70,000
BA;BR-349;335,000;336,000;1,0000;12/07/2022;-12,268984;-38,9504517;;63,750
BA;BR-349;336,000;337,000;1,0000;12/07/2022;-12,268984;-38,9504517;;52,500
BA;BR-349;337,000;338,000;1,0000;12/07/2022;-12,268984;-38,9504517;;22,500
BA;BR-349;338,000;339,000;1,0000;12/07/2022;-12,268984;-38,9504517;;52,500
BA;BR-349;339,000;340,000;1,0000;12/07/2022;-12,268984;-38,9504517;;38,750
BA;BR-349;340,000;341,000;1,0000;12/07/2022;-12,268984;-38,9504517;;38,750
BA;BR-349;341,000;342,000;1,0000;12/07/2022;-12,268984;-38,9504517;;18,750
BA;BR-349;342,000;343,000;1,0000;12/07/2022;-12,268984;-38,9504517;;57,500
BA;BR-349;343,000;344,000;1,0000;12/07/2022;-12,268984;-38,9504517;;68,750
BA;BR-349;344,000;345,000;1,0000;12/07/2022;-12,268984;-38,9504517;;70,000
BA;BR-349;345,000;346,000;1,0000;12/07/2022;-12,268984;-38,9504517;;36,250
BA;BR-349;346,000;347,000;1,0000;12/07/2022;-12,268984;-38,9504517;;43,750
BA;BR-349;347,000;348,000;1,0000;12/07/2022;-12,268984;-38,9504517;;63,750
BA;BR-349;348,000;349,000;1,0000;12/07/2022;-12,268984;-38,9504517;;68,750
BA;BR-349;349,000;350,000;1,0000;12/07/2022;-12,268984;-38,9504517;;50,000
BA;BR-349;350,000;351,000;1,0000;12/07/2022;-12,268984;-38,9504517;;18,750
BA;BR-349;351,000;352,000;1,0000;12/07/2022;-12,268984;-38,9504517;;16,250
BA;BR-349;352,000;353,000;1,0000;12/07/2022;-12,268984;-38,9504517;;70,000
BA;BR-349;353,000;354,000;1,0000;12/07/2022;-12,268984;-38,9504517;;27,500
BA;BR-349;354,000;355,000;1,0000;12/07/2022;-12,268984;-38,9504517;;52,500
BA;BR-349;355,000;356,000;1,0000;12/07/2022;-12,268984;-38,9504517;;66,250
BA;BR-349;356,000;357,000;1,0000;12/07/2022;-12,268984;-38,9504517;;45,000
BA;BR-349;357,000;358,000;1,0000;12/07/2022;-12,268984;-38,9504517;;57,500
BA;BR-349;358,000;359,000;1,0000;12/07/2022;-12,268984;-38,9504517;;51,250
BA;BR-349;359,000;360,000;1,0000;12/07/2022;-12,268984;-38,9504517;;30,000
BA;BR-349;360,000;361,000;1,0000;12/07/2022;-12,268984;-38,9504517;;75,000
BA;BR-349;361,000;362,000;1,0000;12/07/2022;-12,268984;-38,9504517;;52,500
BA;BR-349;362,000;363,000;1,0000;12/07/2022;-12,268984;-38,9504517;;46,250
BA;BR-349;363,000;364,000;1,0000;12/07/2022;-12,268984;-38,9504517;;53,750
BA;BR-349;364,000;365,000;1,0000;12/07/2022;-12,268984;-38,9504517;;56,250
BA;BR-349;365,000;366,000;1,0000;12/07/2022;-12,268984;-38,9504517;;33,750
BA;BR-349;366,000;367,000;1,0000;12/07/2022;-12,268984;-38,9504517;;3,750
BA;BR-349;367,000;368,000;1,0000;12/07/2022;-12,268984;-38,9504517;;3,750
BA;BR-349;368,000;369,000;1,0000;12/07/2022;-12,268984;-38,9504517;;16,250
BA;BR-349;370,000;371,000;1,0000;12/07/2022;-12,268984;-38,9504517;;26,250
BA;BR-349;371,000;372,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;30,000
BA;BR-349;372,000;373,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;31,250
BA;BR-349;373,000;374,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;40,000
BA;BR-349;374,000;375,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;37,500
BA;BR-349;375,000;376,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;18,750
BA;BR-349;376,000;377,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;11,250
BA;BR-349;377,000;378,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;27,500
BA;BR-349;378,000;379,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;40,000
BA;BR-349;379,000;380,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;31,250
BA;BR-349;380,000;381,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;40,000
